"productora","n","weighted_mean_votos","weighted_mean_beneficios","weighted_mean_popularidad"
"Media Cooperation One",2,6.047976011994,8025287.5,18.5186405
"Reel FX Creative Studios",3,6.85388940955951,45530069,18.4311406666667
"Donner/Shuler-Donner Productions",4,6.29145299145299,39345621.5,18.403175
"W9",3,6.18457760314342,-12752644.6666667,18.400708
"Magnolia Mae Films",3,6.97169981916817,27167491.3333333,18.3886533333333
"Pictures in Paradise",5,6.43983402489627,-645124,18.3662534
"Darko Entertainment",4,5.6131090487239,-6654349.5,18.36445675
"Red Om Films",3,5.73367965367965,81500236.3333333,18.2699123333333
"Lucky Red",3,7.22796208530806,-15079600,18.2624806666667
"Memfis Film",4,7.21345503718729,7031023.75,18.25162275
"Home Box Office (HBO)",2,5.88933454876937,276045868,18.2207315
"Natural Nylon Entertainment",3,6.24227129337539,-8061530.66666667,18.212763
"Hyde Park Entertainment",7,5.46781961471103,8294093.85714286,18.2117724285714
"Antena 3 Televisión",2,6.71363636363636,38777527,18.210681
"uFilm",6,6.49122431506849,15173375.1666667,18.1847128333333
"Origen Producciones Cinematograficas S.A.",2,6.24773561811506,9861926,18.184404
"Fox Searchlight Pictures",63,7.10919647258586,32808418.8253968,18.1645311428571
"Millar Gough Ink",2,5.58623655913979,37517554,18.1461785
"The Jacobson Company",4,5.45887218045113,1375350.25,18.1062175
"British Broadcasting Corporation (BBC)",8,5.72897091722595,28312364,18.086159
"Karz Entertainment",6,5.94603636363636,50361815.5,18.0743636666667
"Revolution Studios",34,6.08546810070887,23719789.6176471,18.0695496176471
"Rogue Pictures",7,5.45352680370818,19045761.2857143,18.0689281428571
"Crossbow Productions",4,7.40258461538462,57009092.75,18.06134425
"Clifford Werber Productions",2,6.07513171759747,24093992,18.0139
"Sound for Film",3,6.56159003831418,14143718,17.980075
"Southpaw Entertainment",2,7.0719512195122,20561013,17.935586
"Zentropa Entertainments",5,7.43760869565217,8224819,17.9343658
"Bandai Visual Company",3,7.54562118126273,-8065609.66666667,17.931873
"Irish Dreamtime",5,6.16661316211878,13975493,17.9286846
"Face Productions",2,5.7,44887683.5,17.8472155
"Beacon Communications",8,6.22916274694261,62081282.125,17.84338975
"Antidote Films (I)",2,6.58023668639053,16903446.5,17.834902
"Brillstein-Grey Entertainment",2,6.48563968668407,14602549.5,17.8271655
"Guy Walks into a Bar Productions",2,6.01752577319588,66024298.5,17.7891225
"Wild West Picture Show Productions",5,5.71626716940479,64338177.4,17.7521456
"Channel Four Films",10,7.42338069368993,61067682.6,17.6720891
"Incentive Filmed Entertainment",2,6.64168297455969,-2403651,17.6226565
"Majestic Films International",4,7.37607655502392,123701803.5,17.5918995
"Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG",3,5.82395061728395,68539134.6666667,17.586336
"DisneyToon Studios",2,5.85939177101968,102771341,17.5805445
"Walt Disney Animation Australia",2,5.85939177101968,102771341,17.5805445
"Alloy Entertainment",2,6.15906593406593,6904498.5,17.5632685
"Umedia",4,6.52750957854406,-19808818.25,17.554241
"Principato-Young Entertainment",3,6.15772544514647,58626136.6666667,17.5505136666667
"Les Films du Losange",2,7.38320610687023,-2149654,17.5493415
"Wega Film",2,7.38320610687023,-2149654,17.5493415
"Storyline Entertainment",2,6.86182572614108,130888366,17.5134015
"Moonlighting Films",2,6.06440677966102,-17630335,17.403579
"Lions Gate Films",34,6.53050677074094,42948277.3823529,17.3916154705882
"Fake Empire",2,6.46213017751479,5747641,17.372346
"Senator Film Produktion",3,6.57819209039548,-14245330,17.332955
"K5 International",2,6.17079646017699,-14611524.5,17.3090575
"Harpo Films",4,7.28994673768309,32223718.25,17.30424175
"Pathé Renn Productions",9,6.38475592349415,19364420.5555556,17.2939872222222
"Capella International",3,6.30202360876897,3630072.33333333,17.2916203333333
"Friendly Films (II)",2,5.13728070175439,21132746.5,17.288714
"Medusa Film",3,6.54106870229008,17405322,17.2591513333333
"Ambience Entertainment",2,6.21474501108647,-4111447,17.245737
"ScreenWest",2,6.38545688545689,-40222999,17.1702045
"British Film Institute (BFI)",3,6.40828947368421,1474087,17.1655793333333
"United Artists Corporation",2,6.32296157450797,0,17.0400965
"Section Eight Productions",4,6.6364224137931,22116665.25,17.02999575
"Big Beach Films",5,7.04788593903638,22425672,17.027915
"Panay Films",2,5.61284046692607,22350000,17.0200905
"Bob Yari Productions",6,7.09469931804092,18019456,17.0166573333333
"Entertainment One",2,5.43710407239819,12441009,17.006567
"Interscope Communications",7,7.04574761399788,59269446.8571429,16.9863872857143
"Archer Street Productions",2,6.526,17888006,16.930531
"Filmax Entertainment",3,7.13920563741192,-598921.666666667,16.9097186666667
"Paramount Animation",11,6.14166172106825,63402117.3636364,16.9069905454545
"Région Bretagne",2,7.14857768052516,-13796797,16.8805615
"DiNovi Pictures",11,6.158249419055,10408177.9090909,16.879381
"Lion Rock Productions",4,6.11748310810811,8592921.5,16.875163
"Arnold Kopelson Productions",2,6.24545454545455,50200541.5,16.85575
"Renaissance Films",3,7.51037924151697,-4892318.66666667,16.8365166666667
"Yer Dead Productions",2,6.45358208955224,-22106825,16.7690375
"Warner Independent Pictures (WIP)",7,6.87936005625879,5658678.57142857,16.7689594285714
"Frontier Pictures",2,5.91271676300578,-497376,16.7442085
"Fortis Films",7,5.78445040214477,26967953.7142857,16.7240267142857
"Polski Instytut Sztuki Filmowej",2,7.02605210420842,5571894.5,16.6384335
"Art Linson Productions",6,7.39425752592967,3725343.33333333,16.6201895
"Mandalay Entertainment",6,6.0370121695342,24332241.1666667,16.5886621666667
"Svenska Filminstitutet (SFI)",2,7.88896353166986,6500000,16.5873715
"Falcon International Productions",2,7.4,17350000,16.583143
"Robert Simonds Productions",13,5.71871799734496,33832388.7692308,16.5691412307692
"Runteldat Entertainment",3,5.27909371781668,49958158.6666667,16.4759466666667
"Sveriges Television (SVT)",5,7.44240184757506,1218443.2,16.4643598
"Baumgarten Management and Productions (BMP)",2,6.31254480286738,6313715.5,16.446088
"Neal Street Productions",5,6.77157564905998,20628059.4,16.4025906
"Rai Cinema",3,7.54633333333333,12721664.3333333,16.3963553333333
"Epsilon Motion Pictures",32,6.44672266386681,19258773.71875,16.3789333125
"The Javelina Film Company",2,6.64413793103448,-7760499,16.377656
"Storefront Pictures",2,5.94196816208394,37803949.5,16.363396
"Degeto Film",4,7.50535031847134,8329019.5,16.36187975
"Tornasol Films",2,7.66179487179487,24177430.5,16.341016
"Savoy Pictures",6,8.01035315424087,-2884030.83333333,16.3409856666667
"Jet Tone Films",2,6.5580375782881,33744024,16.306026
"Région Nord-Pas-de-Calais",2,6.9890868596882,23984766.5,16.2890605
"Global Entertainment Productions GmbH & Company Medien KG",7,6.52627955701886,50546894.8571429,16.2640677142857
"Baby Cow Productions",2,7.31704180064309,44064936,16.2601225
"Arcade Pictures",2,5.39125364431487,33273317.5,16.2555035
"MTV Films",22,6.07311708058794,38640459.9545455,16.2410368636364
"Dino De Laurentiis Company",15,6.36785992217899,2478682.13333333,16.2301939333333
"Sean S. Cunningham Films",5,5.38917495611469,26104065.6,16.1847086
"JVC Entertainment Networks",3,6.19832335329341,18215527,16.1825166666667
"Spectacle Entertainment Group",2,5.58062827225131,17125506,16.1154785
"Media Asia Films",6,7.80221659278024,21272065.6666667,16.1109428333333
"Saga Film",2,6.19195979899497,16333284,16.079153
"Intermedia Films",21,6.0612278761062,13092426.047619,16.06229
"Dylan Sellers Productions",3,5.71262050832603,28227572.6666667,16.0221113333333
"Ixtlan Productions",3,7.04326086956522,55409618.3333333,16.019992
"Stratus Film Co.",3,6.54600938967136,1052836,16.0180843333333
"Film Afrika",2,6.26359832635983,-6139182.5,16.0090185
"PSO International",2,5.93399014778325,45964360.5,15.9857535
"Empire Pictures",2,6.24103343465046,-4156696.5,15.9792965
"The Steve Tisch Company",2,7.33995922528033,13502165,15.9456115
"DJ Films",2,6.1294532627866,50978349.5,15.8406755
"Marubeni",6,5.81420543240712,19144015.1666667,15.8130963333333
"Artisan Entertainment",10,6.80198531865198,29589611.4,15.7837622
"Pathé Pictures International",5,6.69871794871795,21102811.4,15.7702948
"Capitol Films",4,7.23219814241486,5577220.25,15.73572825
"Scanbox",2,5.94251824817518,-20260947,15.713707
"ShadowCatcher Entertainment",2,6.40804020100503,24487409,15.7049795
"Greenestreet Films",3,4.46749716874292,12695947.6666667,15.6085366666667
"Televisión Española (TVE)",4,7.42630272952854,20866594.5,15.60291575
"Showtime Networks",3,5.8794701986755,15268133,15.5919836666667
"Pacific Film and Television Commission",6,6.29689440993789,1547273.33333333,15.5798238333333
"Copperheart Entertainment",2,5.52177954847278,-2.2e+07,15.575258
"Centropolis Film Productions",2,6.8,-4717956,15.563901
"City Light Films",4,6.69960185799602,1769536.75,15.5086945
"Malpaso Company",3,7.00237358101135,22171941,15.4857453333333
"Eclectic pictures",2,5.5201166180758,-28293273,15.41289
"Handmade Films Ltd.",2,7.38186610437533,19956575,15.4060655
"Mirage Enterprises",16,6.74036363636364,61470370.0625,15.4005830625
"Block 2 Pictures",2,6.17688984881209,36001737,15.340513
"UGC PH",2,5.94787535410765,24600423.5,15.338998
"Instituto de Crédito Oficial (ICO)",3,7.4258221680877,11529790.3333333,15.3278373333333
"Gran Via Productions",7,6.52449764856776,27425277.8571429,15.291292
"Morgan Creek Productions",23,6.24952700275416,18234944.3913043,15.221356173913
"Qwerty Films",6,6.285328422345,-349507.833333333,15.2028825
"AVCO Embassy Pictures",3,6.69914893617021,27202984.6666667,15.1342526666667
"Bristol Bay Productions",3,6.46710382513661,24667006.6666667,15.1207646666667
"Industrial Development Corporation of South Africa",3,7.28429319371728,2459990.33333333,15.0972966666667
"Eden Rock Media",2,7.05950184501845,8057241.5,15.085414
"Storm King Productions",2,5.26279491833031,-16994584,15.0807445
"Brookwell-McNamara Entertainment",2,6.55660036166365,14478252,15.070886
"Tapestry Films",6,5.8743932038835,48817769.1666667,15.0652146666667
"Eyetronics",2,6.36777108433735,-9595522,15.0416695
"Roth-Arnold Productions",2,5.32173913043478,5594452.5,15.0373485
"Intermedia",2,7.09252336448598,-5099413.5,15.007004
"Film Victoria",3,6.35237173281704,-2740964.66666667,14.962593
"Largo Entertainment",4,5.83673870333988,6278934.25,14.9516655
"Nelson Entertainment",2,6.95723370429253,38411773,14.8900415
"Corus Entertainment",4,6.92529182879377,-2885666.25,14.87317075
"Motion Investment Group",2,6.63551401869159,2596534,14.85603
"MID Foundation",2,6.26875,20624335,14.8061335
"Senator Entertainment Co",2,5.40971272229822,-21808913,14.780873
"DreamWorks Pictures",8,6.41500829187396,656477.875,14.76442725
"Intellectual Properties Worldwide",2,5.4216848673947,29114376.5,14.759137
"Mayhem Pictures",3,6.51155913978495,65613991,14.7491103333333
"Seven Arts",2,6.95173267326733,16328411,14.7474925
"Duplass Brothers Productions",3,6.74006888633754,2847367,14.7282366666667
"Manitoba Film and Video Production Tax Credit",3,6.11747815230961,3770952.66666667,14.7120476666667
"EMI Films Ltd.",2,7.73896761133603,27093826.5,14.6673915
"thinkfilm",2,6.46021150033047,404534667.5,14.6630095
"Pierce/Williams Entertainment",2,6.93642857142857,-19750000,14.644
"Joseph M. Singer Entertainment",3,5.15367132867133,86520316.3333333,14.5993473333333
"BBC Films",38,6.88603200841536,13744541.7105263,14.5868522368421
"Det Danske Filminstitut",5,7.43484626647145,4183786,14.5864862
"Samuelson Productions",2,6.10464601769912,-18781065,14.5512045
"Aramid Entertainment Fund",5,6.63033205619413,-3300525.6,14.5460714
"Pain Unlimited GmbH Filmproduktion",2,7.48,6853398.5,14.536839
"Monarch Pictures",2,6.1,13638686.5,14.520082
"Kasdan Pictures",5,5.8088948787062,70243498.4,14.5131644
"Sobini Films",2,5.9,158236,14.434109
"Zucker/Netter Productions",2,7.16531231049121,143104154.5,14.405492
"SCOPE Invest",2,6.21195652173913,0,14.394307
"IFC Films",7,7.34100666173205,8891425.14285714,14.3598894285714
"Groundswell Productions",3,5.98631029986962,6878740,14.346034
"Rainforest Films",5,6.19003285870756,69827565.6,14.345138
"Illuminata Pictures",2,5.91139705882353,-1.7e+07,14.3363875
"nWave Pictures",2,5.91139705882353,-1.7e+07,14.3363875
"Telefilm Canada",2,5.7,-2325773.5,14.326993
"Samson Films",2,6.99308600337268,10275256.5,14.2517035
"Deep River Productions",3,5.24917257683215,30308435.3333333,14.1635383333333
"Andrea Sperling Productions",2,6.24713375796178,-103823.5,14.11125
"Road Rebel",4,5.14985618408437,3921358.5,14.09116
"Class 5 Films",2,6.8984,-13273564,14.090253
"Rysher Entertainment",5,5.84973544973545,363365,14.0591312
"Les Productions du Trésor",3,7.14772727272727,6940381,14.0246893333333
"Fonds Eurimages du Conseil de l'Europe",3,7.19413919413919,-3509638.33333333,14.017579
"Orange Cinéma Séries",2,6.19339207048458,-9500000,14.01277
"Eurimages",7,7.36751459549625,6026332,13.9871354285714
"Mars Films",3,7.05197428833792,-6583333.33333333,13.979034
"Weinstein Company, The",5,6.29459253617669,-7053416.4,13.9728894
"Insurge Pictures",4,5.96908541194256,30354287.75,13.97030175
"Phase 4 Films",2,5.47067448680352,-1934306.5,13.9084925
"Gaylord Films",6,6.74029590948651,11349163,13.9040803333333
"Prescience",2,6.6875,6780137,13.899357
"Rogue",2,5.90481927710843,1841297.5,13.8968895
"The Criterion Collection",6,7.15183486238532,28560102.8333333,13.8796796666667
"El Deseo",2,7.28405797101449,41204747,13.85332
"BIM Distribuzione",6,6.88229043683589,37606985.3333333,13.8281241666667
"Screen Gems, Inc.",2,5.53734939759036,27050077.5,13.816441
"Stonebridge Entertainment",2,6.33479212253829,2570621,13.8089335
"Tohokushinsha Film",2,6.48316690442225,9843317,13.761308
"MHF Zweite Academy Film",3,5.47724137931035,-13626701,13.7304233333333
"Linson Entertainment",3,5.83308383233533,-8739855,13.713995
"Beijing New Picture Film Co. Ltd.",5,7.05402843601896,48113940.2,13.7110642
"Tohokushinsha",2,6.45405405405405,19800000,13.654027
"Walt Disney Television Animation",3,5.93865814696486,80001177.3333333,13.620049
"Ciné@",2,6.32905027932961,-7840509,13.608405
"Hollywood Pictures",28,6.85594550408719,40423956.7857143,13.56675575
"Les Films Alain Sarde",4,7.57194092827004,-6220665.25,13.4735775
"Vía Digital",3,6.24513274336283,5516100,13.4541356666667
"Seven Arts Productions",2,7.22291220556745,5725000,13.4460835
"2929 Productions",12,6.51842610364683,1103273.58333333,13.44307225
"Bel Air Entertainment",7,6.09148936170213,-2558800,13.4357618571429
"Octagon Films",3,6.41243339253996,-1810924.33333333,13.300171
"Caravan Pictures",7,5.6552179656539,414192.285714286,13.2464422857143
"UTV Motion Pictures",3,5.4942429022082,38647033.6666667,13.2421193333333
"Potboiler Productions",5,6.54453711426188,12790324,13.234769
"Fidélité Productions",3,6.31603053435115,2213774.33333333,13.1891693333333
"Cinerenta Medienbeteiligungs KG",6,6.26212121212121,4730399,13.1191118333333
"ContentFilm International",2,6.74960317460318,-9903466,13.1118455
"Fantastic Films",2,5.27005076142132,-2500,13.1060835
"Perdido Prod.",2,6.34762741652021,13792450.5,13.087309
"Artfire Films",2,5.09673202614379,-317571,13.070662
"Baldwin Entertainment Group",5,6.33461829176115,-606976.2,13.0697778
"Corner Store Entertainment",3,6.25040387722132,-7399480.33333333,13.042569
"Stargate Studios",2,6.02301740812379,-39223028,13.036619
"Screen NSW",2,5.88384798099762,-7840509,13.0176645
"Mosfilm",2,7.64407216494845,-10974000,13.01351
"Allied Filmmakers",4,5.74119897959184,-22985506.75,13.01035175
"Lipsync Productions",9,6.6552540913006,-1281162.55555556,12.9870285555556
"Filmfour",4,7.0675965665236,-5701906.5,12.95930675
"Start Motion Pictures",2,5.93900709219858,34127032.5,12.952225
"Wayfare Entertainment",2,5.93900709219858,34127032.5,12.952225
"Cinergi Pictures Entertainment",11,6.61271676300578,9483948.81818182,12.9045173636364
"Jim Henson Company, The",4,6.38542825361513,22273407.75,12.894828
"USA Films",4,6.63393162393162,50585934,12.875014
"CiBy 2000",3,7.3864774624374,27233333.3333333,12.7809003333333
"Outlaw Productions",2,5.96058091286307,53327532.5,12.758188
"Lorimar Film Entertainment",3,6.85678466076696,6479112,12.689837
"Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)",2,6.38483412322275,-20499439.5,12.674694
"Sony Pictures Classics",16,7.10091819699499,15193066,12.6537590625
"Phantom Four",2,5.3572744014733,33937808,12.620796
"Redbus Pictures",2,6.28674698795181,23800000,12.576998
"Yari Film Group",8,6.84923480542195,10024532.75,12.533567125
"Film Science",5,6.73282904689864,-228988.6,12.4975562
"Cold Iron Pictures",2,6.71176470588235,-2761499,12.4917805
"Alcor Films",2,6.18287841191067,23486622,12.484852
"Lions Gate",5,6.12006472491909,11578965,12.437132
"Kintop Pictures",2,6.16874003189793,36539241,12.4299485
"Muskat Filmed Properties",3,6.46525974025974,-438416,12.3937476666667
"France 2 Cinéma",19,6.86168915172796,-1125018.42105263,12.3899899473684
"Starling Films",2,6.22052117263844,-6946020,12.3890975
"Sony Pictures Home Entertainment",2,7.30655737704918,5700358,12.3703075
"Galatée Films",2,7.45739130434783,-7824658.5,12.3665975
"Herold Productions",2,3.66423173803526,-34778596,12.34958
"Casey Silver Productions",5,6.03254098360656,6423496.4,12.329787
"Pathé Distribution",2,4.69552845528455,-33805491,12.301781
"Laurel Entertainment Inc.",2,6.40929577464789,11764377.5,12.1955865
"Trademark Films",2,6.46379928315412,2828854,12.1840615
"Motion Picture Corporation of America",2,5.95128205128205,-6695095,12.1820105
"XYZ Films",4,7.0083950617284,126296.75,12.1512465
"Tollin/Robbins Productions",3,6.97428571428571,17547060.6666667,12.1497986666667
"Shangri-La Entertainment",4,5.55378486055777,19021612.75,12.12300075
"Electric Entertainment",3,5.96016,-13840375.3333333,12.1047196666667
"Cannon Films",4,5.49988492520138,3982997.75,12.092237
"Région Ile-de-France",6,7.22266009852217,-13236977.8333333,12.0721108333333
"Canal+ Droits Audiovisuels",3,5.79222614840989,24380006,11.9867633333333
"MacDonald/Parkes Productions",2,6.82394655704008,49065239,11.941226
"Type A Films",2,5.19350282485876,81824269.5,11.9207545
"Beacon Pictures",8,6.24361393323657,7655416.25,11.902818875
"Wildwood Enterprises",6,6.45304347826087,14290093.8333333,11.8939755
"Nintendo",2,4.70542005420054,12663370,11.8881085
"Likely Story",8,6.8335299073294,4450189.25,11.842235375
"John Wells Productions",6,5.62090823084201,-6101926.33333333,11.8333683333333
"Jean Doumanian Productions",2,6.92625899280576,26512033.5,11.8263795
"VIP 4 Medienfonds",4,6.1794776119403,-21468930.25,11.6955805
"Magnolia Pictures",3,6.48980582524272,-7212633,11.671041
"Vanguard Films",4,5.29586410635155,-6562949.5,11.67009675
"Davis Films",2,6.80960264900662,22441685.5,11.564462
"Holly Wiersma Productions",2,6.319,-3500000,11.553269
"David Kirschner Productions",3,6.67704918032787,-21522760.3333333,11.515404
"Killer Films",9,7.23543271409153,1320871.44444444,11.3930892222222
"Madacy Entertainment",2,5.06728971962617,16807404.5,11.392507
"Diaphana Films",3,7.50143084260731,1417807.33333333,11.3592446666667
"Marianne Productions",2,6.58388278388278,-3625000,11.300527
"Granada Film Productions",4,6.83027718550107,24137133,11.284779
"Kevin Messick Productions",2,6.33031914893617,1443359.5,11.282627
"Scout Productions",2,6.33116591928251,-5099811.5,11.2465655
"Threshold Entertainment",3,4.76266280752533,20215495.6666667,11.2153366666667
"France 3 Cinema",7,6.58389217619987,13782533.2857143,11.212791
"Odyssey Entertainment",3,6.60651162790698,37149744,11.202751
"Vega Film",2,7.43246753246753,-250000,11.1686355
"Out of the Blue... Entertainment",3,5.48063157894737,44206038,11.104586
"Industry Entertainment",5,6.19730941704036,2408670.4,11.0991734
"Tele München Fernseh Produktionsgesellschaft (TMG)",4,5.90305882352941,-2459812.25,11.0920545
"Broken Lizard Industries",3,6.13494539781591,4557995.33333333,11.0793556666667
"Spelling Films",4,6.41334289813486,-4582384.75,11.07529425
"Astral Media",5,7.06990654205608,-2792284,11.0357732
"Fortissimo Films",2,6.06852791878173,1589518.5,11.00953
"Artists Production Group (APG)",3,5.41107438016529,-18468262.6666667,10.9983536666667
"Le Tax Shelter du Gouvernement Fédéral de Belgique",5,5.96597845601436,3169813.4,10.9640694
"Haut et Court",2,6.68285714285714,14407290,10.9318135
"Mindfire Entertainment",2,5.02546296296296,-10259843,10.9229275
"Affirm Films",6,6.33746478873239,23699127.6666667,10.9209793333333
"Andell Entertainment",3,6.47988826815642,18666688.6666667,10.8884916666667
"Toei",2,6.75263157894737,12500000,10.881953
"New World Pictures",5,6.36833527357392,5385304.8,10.8260974
"New South Wales Film & Television Office",2,7.12492211838006,51176437.5,10.8157515
"L.I.F.T. Production",2,6.2,4318845,10.815406
"Revolution Films",7,7.43591626882115,6025213.57142857,10.8134484285714
"Prana Animation Studios",2,5.97393939393939,-24668986.5,10.7741785
"After Dark Films",5,5.09687836383208,-12501646.6,10.7426244
"NALA Films",2,6.28873626373626,3270895,10.7152695
"Media Pro Pictures",2,6.43785310734463,-2145422.5,10.69863
"Scope Pictures",3,6.22671118530885,0,10.696225
"Drafthouse Films",2,6.93663594470046,1651157,10.691978
"Arte France Cinéma",4,6.84393139841689,3326203.5,10.68430025
"Forge",3,6.14522388059702,-14763526.3333333,10.646193
"Paramount Classics",3,6.59327102803738,13715615.3333333,10.6348306666667
"Big Arty Productions",2,7.34124513618677,2898272,10.6070325
"Boll Kino Beteiligungs GmbH & Co. KG",3,4.24375,-23185730.6666667,10.600119
"Furthur Films",3,5.77669902912621,31283892.6666667,10.5978216666667
"Mandalay Vision",3,6.47049180327869,9137440,10.5588853333333
"Yleisradio (YLE)",4,7.26577629382304,-4448300.75,10.54841425
"Blue Star Pictures",2,5.05045045045045,-7738889,10.529628
"Sogepaq",2,7.18588235294118,10937811.5,10.5134235
"Televisión de Galicia (TVG) S.A.",2,7.18588235294118,10937811.5,10.5134235
"Procirep",3,7.54944649446495,-10216439,10.4655546666667
"Franchise Pictures",16,5.69400299850075,-19365411.625,10.43097825
"Hyde Park Films",6,5.34534995206136,18953298.1666667,10.3896415
"Elle Driver",2,5.53377659574468,5349844.5,10.3876345
"Cobalt Media Group",5,6.22505422993492,1066213.4,10.380668
"Premiere Picture",3,6.09718004338395,-9325757.33333333,10.3691326666667
"Serendipity Point Films",7,6.94962025316456,-7868090.14285714,10.3342908571429
"Triggerfish Animation",2,5.55714285714286,-6406312.5,10.321044
"Pathe",4,6.56632124352332,-8407930.75,10.312233
"NFH Productions",2,6.70936555891239,-6974939,10.27392
"Golden Harvest Company",4,6.09521674140508,20997453.5,10.252915
"Tempesta Films",2,6.41076923076923,-11915719,10.23792
"Thinkfilm",4,6.7831746031746,-444213.25,10.17858825
"Vertigo Films",3,6.625,1531457.66666667,10.1375193333333
"Pandora Filmproduktion",4,7.08550512445095,-3752054.25,10.13467025
"Gilbert Films",2,6.44189189189189,8626172.5,10.1183175
"Charles K. Feldman Group",2,7.53223140495868,6106000,10.1147855
"Olympus Pictures",3,6.847583081571,1513126.66666667,10.1123583333333
"Ecosse Films",2,7.03048128342246,10405836,10.0936215
"Midnight Sun Pictures",3,5.99070208728653,-5813058.33333333,10.0420033333333
"Pantelion Films",2,5.92700892857143,41175984.5,10.036329
"Marty Katz Productions",4,6.11111111111111,-31195470.75,10.01924125
"TF1 International",2,5.68484848484848,-10200000,10.0098385
"Isle of Man Film",6,6.00292740046838,-7212152.5,9.92541866666667
"David Ladd Films",2,5.7462962962963,-20140396.5,9.9206765
"Le Studio Canal+",3,5.75170068027211,-40210641.3333333,9.915814
"Australian Film Finance Corporation (AFFC)",6,6.31868787276342,4559419.83333333,9.81067716666667
"Goldwyn Films",2,6.84777070063694,526894,9.780615
"Brightlight Pictures",8,5.08745980707396,-1428736.125,9.7726695
"Paramount",2,6.72183908045977,17375000,9.684282
"Seagal/Nasso Productions",2,5.30967741935484,-337958.5,9.6655035
"Centre National de la Cinématographie",3,6.79711884753902,11397295.3333333,9.66481766666667
"Whizbang Films",2,5.76582278481013,-1125773.5,9.653172
"France Télévision",4,6.7469244288225,10314462.75,9.63190775
"Comedy Central Films",4,6.99883040935672,-2914459.75,9.6262215
"Cineplex-Odeon Films",2,6.94412955465587,421078.5,9.6070295
"N1 European Film Produktions GmbH & Co. KG",4,6.13460317460317,-11359798.5,9.59268425
"Universe Entertainment",2,6.58247011952191,21388380,9.565799
"Ambush Entertainment",2,6.55384615384615,-3587931,9.481902
"Fu Works",2,7.12303206997085,861558,9.460093
"Quinta Communications",4,5.74630053394355,5211724.75,9.4387705
"Rhombus Media",5,6.3292,-5182232,9.370512
"ETIC Films",5,6.15067567567568,-16949351.6,9.370392
"Intandem Films",2,6.23540856031128,-4856804.5,9.36246
"Screen Yorkshire",4,7.18428351309707,-1050864,9.3621555
"Merchant Ivory Productions",4,7.25197889182058,9426116.5,9.3234435
"40 Acres & A Mule Filmworks",19,7.13455699696384,9737929.94736842,9.32223142105263
"Journeyman Pictures",3,6.71680107526882,7839823.66666667,9.29238733333333
"Cattleya",4,6.46547277936963,18253768,9.288607
"HBO Films",5,5.63622222222222,51854188.6,9.2730218
"EM Media",6,7.14089534180278,2741451.83333333,9.26069116666667
"Lou Yi Inc.",2,5.95149051490515,-4106631,9.215918
"Bleiberg Entertainment",3,6.21632653061225,-9343602.33333333,9.18464466666667
"Prelude Pictures",2,5.0933014354067,23769208,9.1792765
"Backup Films",2,5.93475609756098,-8285317.5,9.176565
"Epithète Films",2,6.73894736842105,-21252605.5,9.1573585
"Entertainment Film Distributors",2,6.08179271708683,-2273478.5,9.0847705
"Glass Eye Pix",4,5.9362091503268,-372089.75,9.05636475
"Edmonds Entertainment Group (EEG)",2,5.42542372881356,10505408.5,9.0465675
"Material",2,5.30349206349206,-16356170,9.0208155
"Recorded Picture Company (RPC)",3,6.48544776119403,-408829.666666667,8.985592
"Centre National de la Cinématographie (CNC)",12,6.96086956521739,-7717749.5,8.97746758333333
"Lucky Monkey Pictures",4,5.92262090483619,2038942,8.9293425
"Jonesfilm",2,5.66764705882353,-12632039,8.898911
"Producers Sales Organization (PSO)",2,5.66764705882353,-12632039,8.898911
"Discovery Films",2,7.51013071895425,478989,8.881791
"Les Productions de la Guéville",2,7.16245210727969,-9970081,8.8558425
"Ontario Media Development Corporation (OMDC)",2,5.23220338983051,-18896986,8.846257
"Matador Pictures",3,6.42918552036199,-4383846.66666667,8.80754766666667
"Oscilloscope Laboratories",4,7.2196371398079,-1315873.75,8.793264
"Regent Capital",2,6.69214092140921,5921030.5,8.7899605
"Incorporated Television Company (ITC)",2,6.55335820895522,15916673.5,8.7829925
"Lions Gate Family Entertainment",2,4.74736842105263,-22813147,8.7797575
"Kalis Productions GmbH & Co. Zweite KG",2,5.88536585365854,-13543407.5,8.774782
"Ardustry Entertainment",2,6.45131964809384,164817293,8.7154515
"Future Films",5,6.53593984962406,18062107.6,8.6853884
"Emperor Motion Pictures",2,6.27743190661479,-10296768,8.6706285
"Media Programme of the European Community",2,7.119375,-1253466,8.635292
"Signature Pictures",8,5.1353517364203,-6043578,8.634463
"Boxing Cat Films",3,5.4588679245283,45130838,8.63178666666667
"Golan-Globus",2,5.85380434782609,-12500000,8.6223635
"ANA Media",2,6.41818181818182,-3167465.5,8.6199695
"Fine Line Features",11,7.09681978798587,-1928900.72727273,8.60660854545455
"New Zealand Film Commission",2,7.10826086956522,-13475432.5,8.601961
"Academy Films",2,5.57740963855422,-18312628.5,8.5237305
"Votiv Films",2,6.25173076923077,1561981.5,8.4405455
"Filmula",2,6.62570281124498,-5130683,8.437147
"Manifest Film Company",2,6.07698744769874,9381074,8.389368
"Alliance Atlantis Communications",11,6.81885369532428,7252734.72727273,8.36219227272727
